METID	REPLACEMENTID
chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 2[l]	m01556l
chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 3[l]	m01557l
chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 4[l]	m01558l
chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5[l]	m01559l
chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 6[l]	m01560l
chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 7[l]	m01561l
chondroitin sulfate E (GalNAc4,6diS-GlcA), free chain[l]	m01562l
chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 2[g]	m01563g
chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3[g]	m01564g
chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 4[g]	m01565g
chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a[g]	m01566g
chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5b[g]	m01567g
chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein))[g]	m01568g
chylomicron remnant[l]	m01569l
chylomicron remnant[s]	m01569s
chylomicron[s]	m01570s
cimetidine[c]	m01571c
cimetidine[s]	m01571s
cinnavalininate[c]	m01572c
cis-(3S)-hydroxytetradec-5-enoyl-CoA[m]	m01573m
cis-(3S)-hydroxytetradec-5-enoyl-CoA[p]	m01573p
cis-(3S)-hydroxytetradec-7-enoyl-CoA[m]	m01574m
cis-(3S)-hydroxytetradec-7-enoyl-CoA[p]	m01574p
cis,cis-3,6-dodecadienoyl-CoA[m]	m01575m
cis,cis-3,6-dodecadienoyl-CoA[p]	m01575p
cis,cis-myristo-5,8-dienoyl-CoA[m]	m01576m
cis,cis-myristo-5,8-dienoyl-CoA[p]	m01576p
cis,cis-palmito-7,10-dienoyl-CoA[m]	m01577m
cis,cis-palmito-7,10-dienoyl-CoA[p]	m01577p
cis-2-hydroxycinnamate[c]	m01578c
cis-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA[m]	m01579m
cis-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA[p]	m01579p
cis-aconitate[c]	m01580c
cis-aconitate[m]	m01580m
cis-beta-D-glucosyl-2-hydroxycinnamate[c]	m01581c
cis-cetoleic acid[c]	m01582c
cis-cetoleic acid[l]	m01582l
cis-cetoleic acid[r]	m01582r
cis-cetoleic acid[s]	m01582s
cis-erucic acid[c]	m01583c
cis-erucic acid[l]	m01583l
cis-erucic acid[r]	m01583r
cis-erucic acid[s]	m01583s
cis-gondoic acid[c]	m01584c
cis-gondoic acid[l]	m01584l
cis-gondoic acid[r]	m01584r
cis-gondoic acid[s]	m01584s
cis-vaccenic acid[c]	m01585c
cis-vaccenic acid[l]	m01585l
cis-vaccenic acid[r]	m01585r
cis-vaccenic acid[s]	m01585s
cis-vaccenoyl-CoA[c]	m01586c
cis-vaccenoyl-CoA[m]	m01586m
cis-vaccenoyl-CoA[p]	m01586p
cis-vaccenoyl-CoA[r]	m01586r
citrate[c]	m01587c
citrate[m]	m01587m
citrate[s]	m01587s
citrulline[c]	m01588c
citrulline[g]	m01588g
citrulline[m]	m01588m
citrulline[s]	m01588s
CL pool[c]	m01589c
CL pool[m]	m01589m
CMP[c]	m01590c
CMP[g]	m01590g
CMP[l]	m01590l
CMP[m]	m01590m
CMP[n]	m01590n
CMP[r]	m01590r
CMP[s]	m01590s
CMP-2-aminoethylphosphonate[c]	m01591c
CMP-N-acetylneuraminate[c]	m01592c
CMP-N-acetylneuraminate[g]	m01592g
CMP-N-acetylneuraminate[n]	m01592n
CMP-neuNGc[c]	m01593c
CMP-N-trimethyl-2-aminoethylphosphonate[c]	m01594c
CO[c]	m01595c
CO[s]	m01595s
CO2[c]	m01596c
CO2[g]	m01596g
CO2[m]	m01596m
CO2[p]	m01596p
CO2[r]	m01596r
CO2[s]	m01596s
CoA[c]	m01597c
CoA[g]	m01597g
CoA[l]	m01597l
CoA[m]	m01597m
CoA[n]	m01597n
CoA[p]	m01597p
CoA[r]	m01597r
cob(I)alamin[m]	m01598m
cob(II)alamin[c]	m01599c
cob(II)alamin[m]	m01599m
cobamide-coenzyme[m]	m01600m
cocaine[c]	m01601c
cocaine[r]	m01601r
coproporphyrin I[c]	m01603c
coproporphyrin I[s]	m01603s
coproporphyrin III[c]	m01604c
coproporphyrin III[s]	m01604s
coproporphyrinogen I[c]	m01605c
coproporphyrinogen III[c]	m01606c
core 2[g]	m01607g
core 3[g]	m01608g
core 4[g]	m01609g
core 5[g]	m01610g
core 5[c]	m01610c
core 5[s]	m01610s
core 6[g]	m01611g
core 6[l]	m01611l
core 7[g]	m01612g
core 7[c]	m01612c
core 7[s]	m01612s
core 8[g]	m01613g
core 8[c]	m01613c
core 8[s]	m01613s
corticosterone[c]	m01614c
corticosterone[m]	m01614m
corticosterone[r]	m01614r
corticosterone[s]	m01614s
cortisol[c]	m01615c
cortisol[m]	m01615m
cortisol[r]	m01615r
cortisol[s]	m01615s
cortisone[c]	m01616c
cortisone[r]	m01616r
coumarin[c]	m01617c
coumarin[s]	m01617s
cPMP[c]	m01618c
creatine[c]	m01619c
creatine[m]	m01619m
creatine[s]	m01619s
creatine-phosphate[c]	m01620c
creatine-phosphate[m]	m01620m
creatinine[c]	m01621c
creatinine[s]	m01621s
crotonyl-CoA[m]	m01622m
crotonyl-CoA[p]	m01622p
CTP[c]	m01623c
CTP[m]	m01623m
CTP[n]	m01623n
CTP[s]	m01623s
Cu2+[c]	m01624c
Cu2+[s]	m01624s
cyclic-3-hydroxymelatonin[c]	m01625c
cys-gly[c]	m01626c
cys-gly[s]	m01626s
cysteamine[c]	m01627c
cysteine[c]	m01628c
cysteine[l]	m01628l
cysteine[m]	m01628m
cysteine[s]	m01628s
cystine[c]	m01629c
cystine[s]	m01629s
cytidine[c]	m01630c
cytidine[l]	m01630l
cytidine[m]	m01630m
cytidine[n]	m01630n
cytidine[s]	m01630s
cytochrome-C[m]	m01631m
cytosine[c]	m01632c
cytosine[s]	m01632s
D-3-amino-isobutanoate[c]	m01633c
D-3-amino-isobutanoate[m]	m01633m
D-3-amino-isobutanoate[s]	m01633s
D-3-hydroxydodecanoyl-[ACP][c]	m01634c
D-3-hydroxyhexanoyl-[ACP][c]	m01635c
D-4-phosphopantothenate[c]	m01636c
dADP[c]	m01637c
dADP[m]	m01637m
dADP[n]	m01637n
D-alanine[c]	m01638c
D-alanine[l]	m01638l
D-alanine[p]	m01638p
D-alanine[s]	m01638s
dAMP[c]	m01639c
dAMP[l]	m01639l
D-arginine[c]	m01640c
D-arginine[p]	m01640p
D-arginine[s]	m01640s
D-aspartate[c]	m01641c
D-aspartate[p]	m01641p
D-aspartate[s]	m01641s
dATP[c]	m01642c
dATP[m]	m01642m
dATP[n]	m01642n
dCDP[c]	m01643c
dCDP[m]	m01643m
dCDP[n]	m01643n
dCMP[c]	m01644c
dCMP[l]	m01644l
dCMP[m]	m01644m
dCMP[n]	m01644n
dCTP[c]	m01645c
dCTP[m]	m01645m
dCTP[n]	m01645n
deamido-NAD[c]	m01646c
deamido-NAD[n]	m01646n
debrisoquin[c]	m01647c
debrisoquin[s]	m01647s
decanoic acid[c]	m01648c
decanoic acid[s]	m01648s
decanoyl-[ACP][c]	m01649c
decanoyl-CoA[c]	m01650c
decanoyl-CoA[m]	m01650m
decanoyl-CoA[p]	m01650p
de-Fuc form of PA6 (wo peptide linkage)[l]	m01651l
de-Fuc form of PA6[l]	m01652l
de-Fuc form of PA6[s]	m01652s
de-Fuc, GlcNAc removed PA6 (wo peptide linkage)[l]	m01653l
dehydroalanine[c]	m01654c
dehydroascorbic acid[c]	m01655c
dehydroascorbic acid[s]	m01655s
dehydrodolichol[c]	m01656c
dehydrodolichol-diphosphate[c]	m01657c
dehydrodolichol-phosphate[c]	m01658c
dehydroepiandrosterone sulfate[c]	m01659c
dehydroepiandrosterone sulfate[r]	m01659r
dehydroepiandrosterone sulfate[s]	m01659s
dehydroepiandrosterone[c]	m01660c
dehydroepiandrosterone[r]	m01660r
dehydrospermidine[c]	m01661c
delta-12-prostaglandin J2[c]	m01662c
delta-12-prostaglandin J2[r]	m01662r
delta1-piperideine-2-carboxylate[p]	m01663p
delta2-THA-CoA[p]	m01664p
dem2emgacpail_prot heparan sulfate[r]	m01665r
dem2emgacpail_prot heparan sulfate[c]	m01665c
dem2emgacpail_prot heparan sulfate[s]	m01665s
deoxyadenosine[c]	m01666c
deoxyadenosine[l]	m01666l
deoxyadenosine[s]	m01666s
deoxycholoyl-CoA[c]	m01667c
deoxycholoyl-CoA[p]	m01667p
deoxycholoyl-CoA[r]	m01667r
deoxycytidine[c]	m01668c
deoxycytidine[l]	m01668l
deoxycytidine[m]	m01668m
deoxycytidine[n]	m01668n
deoxycytidine[s]	m01668s
deoxyguanosine[c]	m01669c
deoxyguanosine[l]	m01669l
deoxyguanosine[m]	m01669m
deoxyguanosine[s]	m01669s
deoxyhypusine[c]	m01670c
deoxyinosine[c]	m01671c
deoxyinosine[s]	m01671s
deoxyribose[c]	m01672c
deoxyribose[s]	m01672s
deoxyuridine[c]	m01673c
deoxyuridine[m]	m01673m
deoxyuridine[n]	m01673n
deoxyuridine[s]	m01673s
dephospho-CoA[c]	m01674c
dephospho-CoA[l]	m01674l
dephospho-CoA[m]	m01674m
desmosterol[c]	m01675c
detyrosinated alpha-tubulin[c]	m01676c
dextrin(n-1)[c]	m01677c
dextrin[c]	m01678c
D-galactosyl-N-acylsphingosine[c]	m01679c
D-galactosyl-N-acylsphingosine[g]	m01679g
D-galactosyl-N-acylsphingosine[l]	m01679l
D-galactosyl-N-acylsphingosine[r]	m01679r
dGDP[c]	m01680c
dGDP[m]	m01680m
dGDP[n]	m01680n
D-glucarate[c]	m01681c
D-glucitol[c]	m01682c
D-glucitol[g]	m01682g
D-glucitol[l]	m01682l
D-glucitol[s]	m01682s
D-gluconic acid[c]	m01683c
D-glucuronate 1-phosphate[c]	m01684c
D-glucurono-6,3-lactone[c]	m01685c
D-glucurono-6,3-lactone[r]	m01685r
dGMP[c]	m01686c
dGMP[l]	m01686l
dGMP[m]	m01686m
dgpi_prot heparan sulfate[r]	m01687r
dgpi_prot heparan sulfate[c]	m01687c
dgpi_prot heparan sulfate[s]	m01687s
dGTP[c]	m01688c
dGTP[m]	m01688m
dGTP[n]	m01688n
DHA[c]	m01689c
DHA[l]	m01689l
DHA[r]	m01689r
DHA[s]	m01689s
DHAP[c]	m01690c
DHAP[m]	m01690m
DHAP[p]	m01690p
DHAP[s]	m01690s
dichloroacetate[c]	m01691c
dichloroacetyl chloride[c]	m01692c
dIDP[c]	m01693c
dIDP[m]	m01693m
dIDP[n]	m01693n
digalactosylceramide[c]	m01694c
digalactosylceramide[g]	m01694g
digalactosylceramide[l]	m01694l
digalactosylceramidesulfate[c]	m01695c
digalactosylceramidesulfate[g]	m01695g
digalactosylceramidesulfate[s]	m01695s
dihomo-gamma-linolenate[c]	m01696c
dihomo-gamma-linolenate[l]	m01696l
dihomo-gamma-linolenate[r]	m01696r
dihomo-gamma-linolenate[s]	m01696s
dihomo-gamma-linolenoyl-CoA[c]	m01697c
dihomo-gamma-linolenoyl-CoA[m]	m01697m
dihomo-gamma-linolenoyl-CoA[r]	m01697r
dihydrobiopterin[c]	m01698c
dihydroceramide pool[c]	m01699c
dihydrofolate[c]	m01700c
dihydrofolate[l]	m01700l
dihydrofolate[m]	m01700m
dihydrofolate[s]	m01700s
dihydrolipoamide[c]	m01701c
dihydrolipoamide[m]	m01701m
dihydrolipoate[c]	m01702c
dihydrolipoylprotein[m]	m01703m
dihydroneopterin[c]	m01704c
dihydroneopterin[s]	m01704s
dihydrothymine[c]	m01705c
dihydrothymine[m]	m01705m
dimethylallyl-PP[c]	m01706c
dimethylamine[c]	m01707c
dimethylglycine[c]	m01708c
dimethylglycine[m]	m01708m
dIMP[c]	m01709c
diphospho-myo-inositol-polyphosphate[c]	m01710c
disialylgalactosylgloboside[c]	m01711c
disialylgalactosylgloboside[g]	m01711g
disialylgalactosylgloboside[s]	m01711s
disialyl-T antigen[c]	m01712c
disialyl-T antigen[g]	m01712g
disialyl-T antigen[s]	m01712s
dithiothreitol[c]	m01713c
dITP[c]	m01714c
dITP[m]	m01714m
dITP[n]	m01714n
dITP[s]	m01714s
D-lactaldehyde[c]	m01715c
D-lactate[c]	m01716c
D-lactate[m]	m01716m
D-lactate[s]	m01716s
D-mannose-1,6-bisphosphate[c]	m01717c
D-myo-inositol-1,4,5-trisphosphate[c]	m01718c
D-myo-inositol-1,4,5-trisphosphate[n]	m01718n
DNA containing 6-O-methylguanine[c]	m01719c
DNA containing guanine[c]	m01720c
DNA[c]	m01721c
DNA[n]	m01721n
DNA-5-methylcytosine[c]	m01722c
DNA-5-methylcytosine[n]	m01722n
docosahexaenoylcarnitine[c]	m01723c
docosahexaenoylcarnitine[m]	m01723m
docosahexaenoylcarnitine[r]	m01723r
docosanoylcarnitine[c]	m01724c
docosanoylcarnitine[m]	m01724m
docosanoylcarnitine[r]	m01724r
docosanoyl-CoA[c]	m01725c
docosanoyl-CoA[m]	m01725m
docosanoyl-CoA[p]	m01725p
docosanoyl-CoA[r]	m01725r
docosenoylcarnitine(11)[c]	m01726c
docosenoylcarnitine(11)[m]	m01726m
docosenoylcarnitine(11)[r]	m01726r
docosenoylcarnitine[c]	m01727c
docosenoylcarnitine[m]	m01727m
docosenoylcarnitine[r]	m01727r
dodecanoyl-[ACP][c]	m01728c
dodecanoylcarnitine[c]	m01729c
dodecanoylcarnitine[m]	m01729m
dodecanoylcarnitine[r]	m01729r
dolichol[c]	m01730c
dolichol[r]	m01730r
dolichol[s]	m01730s
dolichyl-D-glucosyl-phosphate[r]	m01731r
dolichyl-diphosphate[c]	m01732c
dolichyl-diphosphate[r]	m01732r
dolichyl-phosphate[c]	m01733c
dolichyl-phosphate[r]	m01733r
dolichyl-phosphate-D-mannose[c]	m01734c
dolichyl-phosphate-D-mannose[r]	m01734r
dopachrome-O-semiquinone[c]	m01735c
dopamine[c]	m01736c
dopamine[g]	m01736g
dopamine[m]	m01736m
dopamine[s]	m01736s
dopamine-3-O-sulfate[c]	m01737c
dopamine-3-O-sulfate[s]	m01737s
dopamine-O-quinone[c]	m01738c
dopaminochrome[c]	m01739c
D-ornithine[c]	m01740c
D-ornithine[p]	m01740p
D-ornithine[s]	m01740s
DPA[c]	m01741c
DPA[l]	m01741l
DPA[r]	m01741r
DPA[s]	m01741s
D-proline[c]	m01742c
D-proline[l]	m01742l
D-proline[s]	m01742s
D-ribulose[c]	m01743c
D-ribulose[s]	m01743s
D-serine[c]	m01744c
D-serine[s]	m01744s
D-tagatose[c]	m01745c
D-tagatose[s]	m01745s
D-tagatose-6-phosphate[c]	m01746c
dTDP[c]	m01747c
dTDP[m]	m01747m
dTDP[n]	m01747n
dTDP-4-dehydro-6-deoxy-L-mannose[c]	m01748c
dTDP-6-deoxy-L-mannose[c]	m01749c
dTDP-galactose[c]	m01750c
dTDP-glucose[c]	m01751c
dTMP[c]	m01752c
dTMP[l]	m01752l
dTMP[m]	m01752m
dTMP[n]	m01752n
dTTP[c]	m01753c
dTTP[m]	m01753m
dTTP[n]	m01753n
dUDP[c]	m01754c
dUDP[m]	m01754m
dUDP[n]	m01754n
dUMP[c]	m01755c
dUMP[m]	m01755m
dUMP[n]	m01755n
dUTP[c]	m01756c
dUTP[m]	m01756m
dUTP[n]	m01756n
D-xylonolactone[c]	m01757c
D-xylose[c]	m01758c
D-xylose[l]	m01758l
D-xylose[s]	m01758s
D-xylulose[c]	m01759c
D-xylulose-1-phosphate[c]	m01760c
D-xylulose-5-phosphate[c]	m01761c
dynorphin A-(1-5)[c]	m01762c
dynorphin A-(1-8)[c]	m01763c
dynorphin A-(6-8)[c]	m01764c
ebastine[c]	m01765c
ebastine[r]	m01765r
ebastine[s]	m01765s
ecgonine[r]	m01766r
ecgonine-methyl ester[c]	m01767c
ecgonine-methyl ester[r]	m01767r
edaravone[c]	m01768c
edaravone[s]	m01768s
eicosa-(2E,8Z,11Z,14Z,17Z)-pentaenoyl-CoA[c]	m01769c
eicosadienoylcarnitine[c]	m01770c
eicosadienoylcarnitine[m]	m01770m
eicosadienoylcarnitine[r]	m01770r
eicosanoate[c]	m01771c
eicosanoate[l]	m01771l
eicosanoate[r]	m01771r
eicosanoate[s]	m01771s
eicosanoylcarnitine[c]	m01772c
eicosanoylcarnitine[m]	m01772m
eicosanoylcarnitine[r]	m01772r
eicosanoyl-CoA[c]	m01773c
eicosanoyl-CoA[m]	m01773m
eicosanoyl-CoA[p]	m01773p
eicosanoyl-CoA[r]	m01773r
eicosatrienoylcarnitine[c]	m01774c
eicosatrienoylcarnitine[m]	m01774m
eicosatrienoylcarnitine[r]	m01774r
eicosenoylcarnitine(11)[c]	m01775c
eicosenoylcarnitine(11)[m]	m01775m
eicosenoylcarnitine(11)[r]	m01775r
eicosenoylcarnitine(7)[c]	m01776c
eicosenoylcarnitine(7)[m]	m01776m
eicosenoylcarnitine(7)[r]	m01776r
eicosenoylcarnitine(9)[c]	m01777c
eicosenoylcarnitine(9)[m]	m01777m
eicosenoylcarnitine(9)[r]	m01777r
elaidate[c]	m01778c
elaidate[l]	m01778l
elaidate[r]	m01778r
elaidate[s]	m01778s
em2emgacpail heparan sulfate[r]	m01779r
em2emgacpail_prot heparan sulfate[r]	m01780r
em3gacpail heparan sulfate[r]	m01781r
emem2gacpail heparan sulfate[r]	m01782r
emgacpail heparan sulfate[r]	m01783r
EPA[c]	m01784c
EPA[l]	m01784l
EPA[n]	m01784n
EPA[p]	m01784p
EPA[r]	m01784r
EPA[s]	m01784s
erythrose-4-phosphate[c]	m01785c
estradiol-17beta 3-glucuronide[c]	m01786c
estradiol-17beta 3-glucuronide[r]	m01786r
estradiol-17beta 3-glucuronide[s]	m01786s
estradiol-17beta[c]	m01787c
estradiol-17beta[r]	m01787r
estradiol-17beta[s]	m01787s
estriol[c]	m01788c
estriol[r]	m01788r
estriol[s]	m01788s
estrone 3-sulfate[c]	m01789c
estrone 3-sulfate[r]	m01789r
estrone 3-sulfate[s]	m01789s
estrone[c]	m01790c
estrone[l]	m01790l
estrone[r]	m01790r
estrone-2,3-quinone[c]	m01791c
estrone-2,3-quinone[m]	m01791m
estrone-2,3-quinone[p]	m01791p
estrone-2,3-quinone[r]	m01791r
estrone-2,3-semiquinone[c]	m01792c
estrone-2,3-semiquinone[l]	m01792l
estrone-2,3-semiquinone[r]	m01792r
estrone-3,4-quinone[c]	m01793c
estrone-3,4-quinone[m]	m01793m
estrone-3,4-quinone[p]	m01793p
estrone-3,4-quinone[r]	m01793r
estrone-3,4-semiquinone[c]	m01794c
estrone-3,4-semiquinone[l]	m01794l
estrone-3,4-semiquinone[r]	m01794r
estrone-glucuronide[c]	m01795c
estrone-glucuronide[r]	m01795r
estrone-glucuronide[s]	m01795s
ethanol[c]	m01796c
ethanol[p]	m01796p
ethanol[s]	m01796s
ethanolamine[c]	m01797c
ethanolamine[s]	m01797s
ethanolamine-phosphate[c]	m01798c
ethanolamine-phosphate[r]	m01798r
etiocholan-3alpha-ol-17-one 3-glucuronide[c]	m01799c
etiocholan-3alpha-ol-17-one 3-glucuronide[r]	m01799r
etiocholan-3alpha-ol-17-one 3-glucuronide[s]	m01799s
etiocholanolone[c]	m01800c
etiocholanolone[r]	m01800r
etiocholanolone[s]	m01800s
F1alpha[g]	m01801g
F1alpha[l]	m01801l
FAD[c]	m01802c
FAD[m]	m01802m
FAD[p]	m01802p
FAD[r]	m01802r
FAD[s]	m01802s
FADH2[c]	m01803c
FADH2[m]	m01803m
FADH2[p]	m01803p
FADH2[r]	m01803r
FAICAR[c]	m01804c
farnesylcysteine[c]	m01805c
farnesyl-PP[c]	m01806c
fatty acid-chylomicron pool[s]	m01807s
fatty acid-LD-PC pool[c]	m01808c
fatty acid-LD-PC pool[l]	m01808l
fatty acid-LD-PC pool[r]	m01808r
fatty acid-LD-PE pool[c]	m01809c
fatty acid-LD-PI pool[c]	m01810c
fatty acid-LD-PS pool[c]	m01811c
fatty acid-LD-SM pool[c]	m01812c
fatty acid-LD-TG1 pool[c]	m01813c
fatty acid-LD-TG1 pool[l]	m01813l
fatty acid-LD-TG2 pool[c]	m01814c
fatty acid-LD-TG3 pool[c]	m01815c
fatty acid-ligands[n]	m01816n
fatty acid-retinol pool[c]	m01818c
fatty acid-retinol pool[s]	m01818s
fatty acid-uptake pool[s]	m01819s
fatty acid-VLDL pool[s]	m01820s
Fe2+[c]	m01821c
Fe2+[m]	m01821m
Fe2+[s]	m01821s
Fe3+[c]	m01822c
Fe3+[s]	m01822s
ferricytochrome B5[c]	m01823c
ferricytochrome C[c]	m01824c
ferricytochrome C[m]	m01824m
ferrocytochrome B5[c]	m01825c
ferrocytochrome C[c]	m01826c
ferrocytochrome C[m]	m01826m
fibrinogen[c]	m01827c
fibrinogen[l]	m01827l
fibrinogen[s]	m01827s
FMN[c]	m01828c
fn2m2masn[g]	m01829g
folate[c]	m01830c
folate[m]	m01830m
folate[s]	m01830s
formaldehyde[c]	m01831c
formaldehyde[l]	m01831l
formaldehyde[m]	m01831m
formaldehyde[p]	m01831p
formamidopyrimidine nucleoside triphosphate[c]	m01832c
formamidopyrimidine nucleoside triphosphate[n]	m01832n
formate[c]	m01833c
formate[m]	m01833m
formate[n]	m01833n
formate[p]	m01833p
formate[r]	m01833r
formate[s]	m01833s
formyl-5-hydroxykynurenamine[c]	m01834c
formylanthranilate[c]	m01835c
formyl-CoA[c]	m01836c
formyl-CoA[p]	m01836p
formylglutathione[c]	m01837c
formyl-L-methionyl-peptide[c]	m01838c
formyl-N-acetyl-5-methoxykynurenamine[c]	m01839c
fructose[c]	m01840c
fructose[s]	m01840s
fructose-1,6-bisphosphate[c]	m01841c
fructose-1-phosphate[c]	m01842c
fructose-2,6-bisphosphate[c]	m01843c
fructose-3-phosphate[c]	m01844c
fructose-6-phosphate[c]	m01845c
fructoseglycine[c]	m01846c
fructoseglycine-ketone-3-phosphate[c]	m01847c
fructoselysine-3-phosphate[c]	m01848c
fuc-3-isoLM1[c]	m01849c
fucacgalfucgalacglcgalgluside heparan sulfate[c]	m01850c
fucacgalfucgalacglcgalgluside heparan sulfate[g]	m01850g
fucacgalfucgalacglcgalgluside heparan sulfate[s]	m01850s
fucfuc132galacglcgal14acglcgalgluside heparan sulfate[c]	m01851c
fucfuc132galacglcgal14acglcgalgluside heparan sulfate[g]	m01851g
fucfuc132galacglcgal14acglcgalgluside heparan sulfate[s]	m01851s
fucfucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate[c]	m01852c
fucfucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate[g]	m01852g
fucfucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate[s]	m01852s
fucfucfucgalacglcgal14acglcgalgluside heparan sulfate[c]	m01853c
fucfucfucgalacglcgal14acglcgalgluside heparan sulfate[g]	m01853g
fucfucfucgalacglcgal14acglcgalgluside heparan sulfate[s]	m01853s
fucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate[g]	m01854g
fucfucgalacglcgal14acglcgalgluside heparan sulfate[g]	m01855g
fucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate[g]	m01856g
fucgalacgalfucgalacglcgal14acglcgalgluside heparan sulfate[g]	m01857g
fucgalacglc13galacglcgal14acglcgalgluside heparan sulfate[g]	m01858g
fucgalfucgalacglcgalgluside heparan sulfate[c]	m01859c
fucgalfucgalacglcgalgluside heparan sulfate[g]	m01859g
fucgalfucgalacglcgalgluside heparan sulfate[s]	m01859s
fuc-Lc4Cer[c]	m01860c
fucosyl-galactosylgloboside[c]	m01861c
fucosyl-galactosylgloboside[g]	m01861g
fucosyl-galactosylgloboside[s]	m01861s
fumarate[c]	m01862c
fumarate[m]	m01862m
fumarylacetoacetate[c]	m01863c
G(5)pppR-RNA[c]	m01864c
G00005[c]	m01865c
G00006[c]	m01866c
G00006[r]	m01866r
G00007[r]	m01867r
G00020[g]	m01868g
G00021[g]	m01869g
G00022[g]	m01870g
G00022[s]	m01870s
G00031[g]	m01871g
G00032[g]	m01872g
G00032[s]	m01872s
G00038[c]	m01873c
G00040[c]	m01874c
G00040[s]	m01874s
G00057[c]	m01876c
G00072[c]	m01877c
G00073[c]	m01878c
G00074[c]	m01879c
G00077[c]	m01880c
G00077[g]	m01880g
G00079[c]	m01881c
G00079[s]	m01881s
G00081[c]	m01882c
G00082[c]	m01883c
G00082[s]	m01883s
G00083[c]	m01884c
G00083[s]	m01884s
G00084[c]	m01885c
G00085[c]	m01886c
G00086[c]	m01887c
G00086[s]	m01887s
G10526[c]	m01895c
G10595[r]	m01896r
G10596[r]	m01897r
G10597[r]	m01898r
G10598[r]	m01899r
G10599[r]	m01900r
GA1[c]	m01904c
GA1[g]	m01904g
GA2[c]	m01905c
GA2[g]	m01905g
Gal2-Xyl-L-Ser-[protein][g]	m01906g
galacgalfuc12gal14acglcgalgluside heparan sulfate[g]	m01907g
galacgalfucgalacglcgal14acglcgalgluside heparan sulfate[g]	m01908g
galactitol[c]	m01909c
galactose[c]	m01910c
galactose[l]	m01910l
galactose[s]	m01910s
galactose-1-phosphate[c]	m01911c
galactosylgloboside[c]	m01912c
galactosylgloboside[g]	m01912g
galactosylglycerol[s]	m01913s
galfuc12gal14acglcgalgluside heparan sulfate[c]	m01914c
galfuc12gal14acglcgalgluside heparan sulfate[g]	m01914g
galfuc12gal14acglcgalgluside heparan sulfate[s]	m01914s
galfucgalacglcgal14acglcgalgluside heparan sulfate[c]	m01915c
galfucgalacglcgal14acglcgalgluside heparan sulfate[g]	m01915g
galfucgalacglcgal14acglcgalgluside heparan sulfate[s]	m01915s
galgalfucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate[c]	m01916c
galgalfucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate[g]	m01916g
galgalfucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate[s]	m01916s
galgalgalthcrm heparan sulfate[c]	m01917c
galgalgalthcrm heparan sulfate[g]	m01917g
galgalgalthcrm heparan sulfate[s]	m01917s
galgalthcrm heparan sulfate[g]	m01918g
gal-glcnac-gal-globoside[c]	m01919c
gal-glcnac-gal-globoside[g]	m01919g
gal-glcnac-gal-globoside[s]	m01919s
galthcrm heparan sulfate[g]	m01920g
Gal-Xyl-L-Ser-[protein][g]	m01921g
gamma-butyrobetaine[c]	m01922c
gamma-carboxyethyl-hydroxychroman[c]	m01923c
gamma-carboxyethyl-hydroxychroman[m]	m01923m
gamma-CEHC-glucuronide[c]	m01924c
gamma-glutamyl-3-aminopropiononitrile[s]	m01925s
gamma-glutamyl-beta-cyanoalanine[s]	m01926s
gamma-glutamyl-cysteine[c]	m01927c
gamma-glutamylglutathione[c]	m01928c
gamma-hydroxy-3-pyridinebutanoate[c]	m01929c
gamma-L-glutamyl-L-alanine[c]	m01930c
gamma-L-glutamyl-L-alpha-aminobutyrate[c]	m01931c
gamma-linolenate[c]	m01932c
gamma-linolenate[l]	m01932l
gamma-linolenate[r]	m01932r
gamma-linolenate[s]	m01932s
gamma-linolenoylcarnitine[c]	m01933c
gamma-linolenoylcarnitine[m]	m01933m
gamma-linolenoylcarnitine[r]	m01933r
gamma-linolenoyl-CoA[c]	m01934c
gamma-linolenoyl-CoA[m]	m01934m
gamma-linolenoyl-CoA[p]	m01934p
gamma-linolenoyl-CoA[r]	m01934r
gamma-tocopherol[c]	m01935c
gamma-tocopherol[r]	m01935r
gamma-tocopherol[s]	m01935s
gamma-tocopheroxyl-radical[c]	m01936c
gamma-tocopheryl-quinone[c]	m01937c
gamma-tocotrienol[c]	m01938c
